TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Mischief,2025,1,19,18,30,5XX W 16TH AVE,Fairview,491618.8535,5456027.3441,January,Evening/Night
Mischief,2025,8,4,22,23,5XX W 17TH AVE,South Cambie,491535.335,5455929.7076,August,Evening/Night
Mischief,2025,12,10,20,0,5XX W 19TH AVE,South Cambie,491412.3964,5455731.8399,December,Evening/Night
Mischief,2025,9,9,20,1,5XX W 22ND AVE,South Cambie,491464.667,5455419.9557,September,Evening/Night
Mischief,2025,2,18,12,45,5XX W 28TH AVE,South Cambie,491430.9963,5454821.5861,February,Afternoon
Mischief,2025,9,19,19,0,5XX W 28TH AVE,South Cambie,491494.8976,5454828.9,September,Evening/Night
Mischief,2025,10,10,14,4,5XX W 29TH AVE,South Cambie,491401.7402,5454728.7815,October,Afternoon
Mischief,2025,11,27,3,13,5XX W 41ST AVE,South Cambie,491513.6191,5453437.3913,November,Evening/Night
Mischief,2025,12,21,1,40,5XX W 41ST AVE,South Cambie,491513.6191,5453437.3913,December,Evening/Night
Mischief,2025,5,28,17,0,5XX W 54TH AVE,Oakridge,491488.8455,5452106.0133,May,Afternoon
Mischief,2025,7,9,20,0,5XX W 59TH AVE,Marpole,491478.0324,5451575.1003,July,Evening/Night
Mischief,2025,1,8,19,40,5XX W 6TH AVE,Fairview,491548.4765,5457007.01,January,Evening/Night
Mischief,2025,11,7,17,30,5XX W 7TH AVE,Fairview,491467.2526,5456927.6688,November,Afternoon
Mischief,2025,11,14,17,30,5XX W 7TH AVE,Fairview,491467.2526,5456927.6688,November,Afternoon
Mischief,2025,9,2,20,15,5XX W 7TH AVE,Fairview,491485.589,5456927.1739,September,Evening/Night
Mischief,2025,10,24,0,0,5XX W 7TH AVE,Fairview,491633.5972,5456914.0475,October,Evening/Night
Mischief,2025,3,20,4,14,5XX W 8TH AVE,Fairview,491539.8505,5456832.0518,March,Morning
Mischief,2025,7,13,15,0,5XX W 8TH AVE,Fairview,491615.835,5456820.3679,July,Afternoon
Mischief,2025,3,7,14,26,5XX W BROADWAY AVE,Fairview,491500.795,5456730.6001,March,Afternoon
Mischief,2025,3,1,20,0,5XX W BROADWAY AVE,Fairview,491542.0901,5456720.3609,March,Evening/Night
Mischief,2025,4,11,16,25,5XX W BROADWAY AVE,Fairview,491587.4934,5456728.3024,April,Afternoon
Mischief,2025,10,28,22,9,5XX W BROADWAY AVE,Fairview,491587.4934,5456728.3024,October,Evening/Night
Mischief,2025,12,25,22,39,5XX W BROADWAY AVE,Fairview,491587.4934,5456728.3024,December,Evening/Night
Mischief,2025,4,11,11,10,5XX W BROADWAY AVE,Fairview,491628.8664,5456718.0587,April,Morning
Mischief,2025,8,8,14,26,5XX W BROADWAY AVE,Fairview,491632.6411,5456717.9633,August,Afternoon
Mischief,2025,2,11,10,16,5XX W GEORGIA ST,Downtown,491487.5392,5458791.9626,February,Morning
Mischief,2025,12,31,16,26,5XX W GEORGIA ST,Downtown,491487.5392,5458791.9626,December,Afternoon
Mischief,2025,7,2,0,55,5XX W GEORGIA ST,Downtown,491542.7651,5458724.3304,July,Evening/Night
Mischief,2025,5,5,11,27,5XX W GEORGIA ST,Downtown,491549.2033,5458730.8236,May,Morning
Mischief,2025,4,20,23,0,5XX W HASTINGS ST,Downtown,491823.1363,5459070.555,April,Evening/Night
Mischief,2025,2,9,0,0,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,February,Evening/Night
Mischief,2025,2,26,12,0,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,February,Afternoon
Mischief,2025,3,1,23,11,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,March,Evening/Night
Mischief,2025,5,12,12,17,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,May,Afternoon
Mischief,2025,5,26,16,0,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,May,Afternoon
Mischief,2025,7,31,8,5,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,July,Morning
Mischief,2025,8,22,9,53,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,August,Morning
Mischief,2025,12,6,0,0,5XX W HASTINGS ST,Downtown,491827.083,5459079.5453,December,Evening/Night
Mischief,2025,4,19,21,22,73XX KNIGHT ST,Victoria-Fraserview,494393.3601,5451703.0614,April,Evening/Night
Mischief,2025,11,26,5,14,73XX LABURNUM ST,Kerrisdale,488994.1859,5451841.9072,November,Morning
Mischief,2025,12,13,21,0,73XX REBEKAH DR,Killarney,497233.7924,5451701.1614,December,Evening/Night
Mischief,2025,1,5,13,0,74XX ANGUS DR,Marpole,489204.6571,5451762.6214,January,Afternoon
Mischief,2025,3,18,0,0,74XX COLUMBIA ST,Marpole,491920.3636,5451621.9671,March,Evening/Night
Mischief,2025,10,10,14,0,74XX COLUMBIA ST,Marpole,491920.3636,5451621.9671,October,Afternoon
Mischief,2025,10,16,10,0,74XX HEATHER ST,Marpole,490983.2802,5451672.3644,October,Morning
Mischief,2025,10,19,2,38,74XX HEATHER ST,Marpole,490983.2802,5451672.3644,October,Evening/Night
Mischief,2025,12,14,17,16,74XX HEATHER ST,Marpole,490983.2802,5451672.3644,December,Afternoon
Mischief,2025,9,19,17,28,74XX MAIN ST,Sunset,492582.2649,5451648.6516,September,Afternoon
Mischief,2025,5,2,9,28,74XX PAULSON ST,Marpole,491359.291,5451679.523,May,Morning
Mischief,2025,11,27,22,56,74XX STANLEY PARK DR,Stanley Park,488654.257,5460992.6404,November,Evening/Night
Mischief,2025,6,14,0,0,74XX VICTORIA DR,Victoria-Fraserview,495200.9368,5451577.9581,June,Evening/Night
Mischief,2025,2,16,0,21,75XX ASH ST,Marpole,491261.4333,5451552.2052,February,Evening/Night
Mischief,2025,4,12,18,0,75XX BORDEN ST,Victoria-Fraserview,494614.7123,5451505.4297,April,Evening/Night
Mischief,2025,11,21,0,0,75XX CAMBIE ST,Marpole,491473.8234,5451528.8023,November,Evening/Night
Mischief,2025,12,10,20,36,75XX JASPER CRES,Victoria-Fraserview,494896.3063,5451452.9548,December,Evening/Night
Mischief,2025,5,30,20,24,75XX OAK ST,Marpole,490562.4689,5451540.6184,May,Evening/Night
Mischief,2025,1,11,20,0,75XX ONTARIO ST,Marpole,492259.5957,5451544.4806,January,Evening/Night
Mischief,2025,1,27,23,0,76XX ARBUTUS ST,Kerrisdale,488735.095,5451573.2903,January,Evening/Night
Mischief,2025,8,6,7,17,76XX ONTARIO ST,Sunset,492264.4202,5451433.4269,August,Morning
Mischief,2025,3,4,0,53,76XX PRINCE EDWARD ST,Sunset,492871.432,5451414.7922,March,Evening/Night
Mischief,2025,8,30,5,2,76XX VICTORIA DR,Victoria-Fraserview,495199.0874,5451365.0899,August,Morning
Mischief,2025,3,22,18,38,77XX ARGYLE ST,Victoria-Fraserview,494758.925,5451309.5037,March,Evening/Night
Mischief,2025,7,21,22,0,77XX CAMBIE ST,Marpole,491467.2204,5451294.8779,July,Evening/Night
Mischief,2025,4,8,18,0,77XX GRANVILLE ST,Marpole,489779.8144,5451458.1259,April,Evening/Night
Mischief,2025,1,12,2,21,77XX MANITOBA ST,Marpole,492003.9285,5451344.7664,January,Evening/Night
Mischief,2025,8,2,20,19,77XX MUIRFIELD DR,Victoria-Fraserview,495845.265,5451124.1992,August,Evening/Night
Mischief,2025,11,8,21,24,77XX OSLER ST,Marpole,490434.7736,5451400.7983,November,Evening/Night
Mischief,2025,9,15,12,0,77XX WINDSOR ST,Sunset,493763.4319,5451238.4371,September,Afternoon
Mischief,2025,8,6,0,0,78XX CAMBIE ST,Marpole,491465.1813,5451221.8346,August,Evening/Night
Mischief,2025,1,28,23,5,78XX COLUMBIA ST,Marpole,491785.2691,5451234.2898,January,Evening/Night
Mischief,2025,2,25,17,30,78XX JASPER CRES,Victoria-Fraserview,494997.6522,5451161.0689,February,Afternoon
Mischief,2025,4,1,0,0,79XX INVERNESS ST,Sunset,494185.8975,5451060.4871,April,Evening/Night
Mischief,2025,6,17,0,30,79XX KNIGHT ST,Sunset,494379.0488,5451087.6838,June,Evening/Night
Mischief,2025,3,22,15,0,79XX MATHESON CRES,Killarney,498169.9288,5451049.7119,March,Afternoon
Mischief,2025,9,25,15,43,79XX ONTARIO ST,Marpole,492237.1365,5451142.0479,September,Afternoon
Mischief,2025,9,22,3,0,79XX SHAUGHNESSY ST,Marpole,490620.3504,5451149.7504,September,Evening/Night
Mischief,2025,5,21,18,0,79XX VICTORIA DR,Victoria-Fraserview,495193.9541,5451045.7569,May,Evening/Night
Mischief,2025,6,12,20,0,7X E 7TH AVE,Mount Pleasant,492478.753,5456885.5693,June,Evening/Night
Mischief,2025,4,8,9,0,7X E CORDOVA ST,Downtown,492523.6776,5458853.4601,April,Morning
Mischief,2025,10,7,6,0,7X W 1ST AVE,Mount Pleasant,492292.209,5457512.8198,October,Morning
Mischief,2025,7,12,3,44,7X W HASTINGS ST,Downtown,492259.0368,5458790.5641,July,Evening/Night
Mischief,2025,12,8,12,25,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.1188,December,Afternoon
Mischief,2025,6,6,3,30,7XX ALEXANDER ST,Strathcona,493521.0929,5459015.8722,June,Evening/Night
Mischief,2025,6,10,20,0,7XX BROUGHTON ST,West End,490676.6046,5459586.2936,June,Evening/Night
Mischief,2025,7,7,0,47,7XX BROUGHTON ST,West End,490676.6046,5459586.2936,July,Evening/Night
Mischief,2025,4,19,11,33,7XX BURRARD ST,West End,491088.4605,5458980.5409,April,Morning
Mischief,2025,11,11,16,30,7XX BURRARD ST,West End,491107.1134,5458998.8356,November,Afternoon
Mischief,2025,11,16,8,0,7XX BURRARD ST,West End,491107.1134,5458998.8356,November,Morning
Mischief,2025,3,26,11,0,7XX BURRARD ST,West End,491139.3319,5459030.4356,March,Morning
Mischief,2025,5,29,8,0,7XX BURRARD ST,West End,491139.3319,5459030.4356,May,Morning
Mischief,2025,5,24,22,32,7XX BURRARD ST,Downtown,491194.4516,5459074.6959,May,Evening/Night
Mischief,2025,7,28,9,14,7XX BUTE ST,West End,490886.9261,5459378.2772,July,Morning
Mischief,2025,6,20,4,29,7XX CLARK DR,Grandview-Woodland,494386.2095,5458338.5464,June,Morning
Mischief,2025,9,20,4,20,7XX DAVIE ST,Downtown,490774.1475,5458327.3965,September,Morning
Mischief,2025,7,15,8,25,7XX DAVIE ST,Downtown,490777.0566,5458311.6269,July,Morning
Mischief,2025,1,6,19,30,7XX DAVIE ST,Downtown,490777.6005,5458311.0872,January,Evening/Night
Mischief,2025,12,22,4,21,7XX DAVIE ST,Downtown,490777.6005,5458311.0872,December,Morning
Mischief,2025,7,26,23,30,7XX DENMAN ST,West End,490226.7158,5459939.8154,July,Evening/Night
Mischief,2025,2,22,3,0,7XX DRAKE ST,Downtown,490642.3582,5458226.7686,February,Evening/Night
Mischief,2025,3,31,12,47,7XX DRAKE ST,Downtown,490686.2235,5458170.7102,March,Afternoon
Mischief,2025,11,14,5,13,7XX DRAKE ST,Downtown,490686.2235,5458170.7102,November,Morning
Mischief,2025,8,19,8,30,7XX DUNSMUIR ST,Downtown,491483.7724,5459051.5702,August,Morning
Mischief,2025,10,15,12,15,7XX DUNSMUIR ST,Downtown,491483.7724,5459051.5702,October,Afternoon
Mischief,2025,11,27,12,0,7XX DUNSMUIR ST,Downtown,491483.7724,5459051.5702,November,Afternoon
Mischief,2025,1,5,21,0,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,January,Evening/Night
Mischief,2025,1,5,22,0,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,January,Evening/Night
Mischief,2025,2,23,23,0,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,February,Evening/Night
Mischief,2025,3,30,0,17,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,March,Evening/Night
Mischief,2025,5,27,20,0,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,May,Evening/Night
Mischief,2025,5,28,21,0,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,May,Evening/Night
Mischief,2025,6,5,22,6,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,June,Evening/Night
Mischief,2025,6,26,13,50,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,June,Afternoon
Mischief,2025,8,3,7,9,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,August,Morning
Mischief,2025,8,28,1,28,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,August,Evening/Night
Mischief,2025,11,14,5,21,7XX DUNSMUIR ST,Downtown,491485.3891,5459049.9518,November,Morning
Mischief,2025,10,10,11,0,7XX DUNSMUIR ST,Downtown,491511.6366,5459023.6766,October,Morning
Mischief,2025,11,17,7,0,7XX DUNSMUIR ST,Downtown,491511.6366,5459023.6766,November,Morning
Mischief,2025,12,18,5,32,7XX DUNSMUIR ST,Downtown,491511.6366,5459023.6766,December,Morning
Mischief,2025,11,22,13,12,7XX DUNSMUIR ST,Downtown,491512.5072,5459022.8055,November,Afternoon
Mischief,2025,5,17,10,35,7XX DUNSMUIR ST,Downtown,491512.5072,5459022.8055,May,Morning
Mischief,2025,6,30,4,32,7XX DURWARD AVE,Kensington-Cedar Cottage,493424.2472,5454229.9069,June,Morning
Mischief,2025,11,12,12,0,7XX E 10TH AVE,Mount Pleasant,493597.0912,5456535.2174,November,Afternoon
Mischief,2025,4,9,20,0,7XX E 18TH AVE,Kensington-Cedar Cottage,493462.7745,5455761.7034,April,Evening/Night
Mischief,2025,4,10,7,20,7XX E 18TH AVE,Kensington-Cedar Cottage,493566.5227,5455758.2025,April,Morning
Mischief,2025,4,10,7,0,7XX E 18TH AVE,Kensington-Cedar Cottage,493618.6098,5455756.4457,April,Morning
Mischief,2025,4,10,12,32,7XX E 19TH AVE,Kensington-Cedar Cottage,493454.7577,5455661.1504,April,Afternoon
Mischief,2025,7,26,17,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493446.3523,5454981.1323,July,Afternoon
Mischief,2025,5,5,2,0,7XX E 27TH AVE,Kensington-Cedar Cottage,493470.1103,5454870.4208,May,Evening/Night
Mischief,2025,11,4,15,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493431.0629,5454662.4075,November,Afternoon
Mischief,2025,4,12,5,15,6XX MAIN ST,Strathcona,492749.7072,5458502.4916,April,Morning
Mischief,2025,9,24,17,30,6XX MAIN ST,Strathcona,492750.2786,5458524.8718,September,Afternoon
Mischief,2025,6,8,21,30,6XX MCLEAN DR,Grandview-Woodland,494613.7025,5458520.4149,June,Evening/Night
Mischief,2025,2,3,19,4,6XX MOBERLY RD,Fairview,491392.8359,5457133.1464,February,Evening/Night
Mischief,2025,6,7,6,30,6XX NELSON ST,Downtown,491081.6912,5458470.7644,June,Morning
Mischief,2025,10,19,19,46,6XX NELSON ST,Downtown,491081.6912,5458470.7644,October,Evening/Night
Mischief,2025,10,21,23,56,6XX NELSON ST,Downtown,491081.6912,5458470.7644,October,Evening/Night
Mischief,2025,10,21,23,59,6XX NELSON ST,Downtown,491081.6912,5458470.7644,October,Evening/Night
Mischief,2025,12,13,23,10,6XX NELSON ST,Downtown,491118.7416,5458434.8301,December,Evening/Night
Mischief,2025,1,3,17,15,6XX PACIFIC ST,Downtown,490608.5438,5458001.1591,January,Afternoon
Mischief,2025,1,6,16,30,6XX PIPELINE RD,Stanley Park,490126.115,5460860.546,January,Afternoon
Mischief,2025,5,13,1,52,6XX PIPELINE RD,Stanley Park,490133.3936,5460764.4336,May,Evening/Night
Mischief,2025,6,25,10,13,6XX POWELL ST,Strathcona,493359.0941,5458919.6601,June,Morning
Mischief,2025,7,14,12,30,6XX POWELL ST,Strathcona,493359.0941,5458919.6601,July,Afternoon
Mischief,2025,8,26,10,48,6XX POWELL ST,Strathcona,493372.3723,5458928.4056,August,Morning
Mischief,2025,4,26,23,24,6XX POWELL ST,Strathcona,493419.0024,5458926.991,April,Evening/Night
Mischief,2025,9,13,13,0,6XX POWELL ST,Strathcona,493448.5984,5458916.9452,September,Afternoon
Mischief,2025,5,11,23,30,6XX RAYMUR AVE,Strathcona,493946.2332,5458493.8129,May,Evening/Night
Mischief,2025,3,27,15,50,6XX RAYMUR AVE,Strathcona,493955.3644,5458493.3307,March,Afternoon
Mischief,2025,5,11,23,30,6XX RAYMUR AVE,Strathcona,493955.3644,5458493.3307,May,Evening/Night
Mischief,2025,1,27,18,0,6XX RICHARDS ST,Downtown,491603.3348,5458785.2991,January,Evening/Night
Mischief,2025,6,13,21,50,6XX RICHARDS ST,Downtown,491603.3348,5458785.2991,June,Evening/Night
Mischief,2025,6,30,6,0,6XX RICHARDS ST,Downtown,491603.3348,5458785.2991,June,Morning
Mischief,2025,10,6,9,0,6XX RICHARDS ST,Downtown,491603.3348,5458785.2991,October,Morning
Mischief,2025,3,29,20,3,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,March,Evening/Night
Mischief,2025,6,23,10,0,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,June,Morning
Mischief,2025,7,22,7,50,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,July,Morning
Mischief,2025,7,23,15,53,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,July,Afternoon
Mischief,2025,8,28,11,25,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,August,Morning
Mischief,2025,9,9,20,53,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,September,Evening/Night
Mischief,2025,10,27,17,25,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,October,Afternoon
Mischief,2025,10,27,21,21,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,October,Evening/Night
Mischief,2025,11,19,6,6,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,November,Morning
Mischief,2025,11,20,12,26,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,November,Afternoon
Mischief,2025,12,19,23,14,6XX RICHARDS ST,Downtown,491603.5931,5458785.5604,December,Evening/Night
Mischief,2025,9,5,16,44,6XX RICHARDS ST,Downtown,491672.8153,5458842.68,September,Afternoon
Mischief,2025,12,6,23,9,6XX RICHARDS ST,Downtown,491675.3442,5458845.2428,December,Evening/Night
Mischief,2025,9,30,14,51,6XX ROBSON ST,Downtown,491325.3541,5458709.8137,September,Afternoon
Mischief,2025,11,15,1,15,6XX ROBSON ST,Downtown,491352.9264,5458670.2294,November,Evening/Night
Mischief,2025,1,8,0,58,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,January,Evening/Night
Mischief,2025,1,11,15,23,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,January,Afternoon
Mischief,2025,1,12,0,15,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,January,Evening/Night
Mischief,2025,1,12,22,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,January,Evening/Night
Mischief,2025,1,16,16,58,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,January,Afternoon
Mischief,2025,2,25,8,21,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,February,Morning
Mischief,2025,2,25,13,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,February,Afternoon
Mischief,2025,2,25,21,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,February,Evening/Night
Mischief,2025,3,7,21,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,17,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,18,6,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Morning
Mischief,2025,3,21,12,1,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Afternoon
Mischief,2025,3,22,1,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,24,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,25,4,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Morning
Mischief,2025,3,25,16,11,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Afternoon
Mischief,2025,3,28,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,30,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,3,30,0,1,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Evening/Night
Mischief,2025,4,1,20,5,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,3,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,6,4,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Morning
Mischief,2025,4,8,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,9,20,42,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,10,1,25,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,12,3,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,16,5,23,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Morning
Mischief,2025,4,18,14,17,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Afternoon
Mischief,2025,4,19,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,20,6,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Morning
Mischief,2025,4,21,0,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,22,11,14,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Morning
Mischief,2025,4,27,0,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,27,17,8,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Afternoon
Mischief,2025,4,28,5,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Morning
Mischief,2025,4,29,0,42,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Mischief,2025,4,29,16,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Afternoon
Mischief,2025,5,10,0,29,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,10,1,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,15,4,54,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Morning
Mischief,2025,5,16,3,38,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,16,23,26,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,17,12,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Afternoon
Mischief,2025,5,20,2,35,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,22,0,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,22,10,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Morning
Mischief,2025,5,25,0,58,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,25,4,27,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Morning
Mischief,2025,5,26,2,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,29,19,24,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,5,31,2,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Evening/Night
Mischief,2025,6,1,16,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,June,Afternoon
Mischief,2025,6,22,9,50,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,June,Morning
Mischief,2025,6,25,21,57,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,June,Evening/Night
Mischief,2025,6,27,23,13,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,June,Evening/Night
Mischief,2025,7,12,7,31,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,July,Morning
Mischief,2025,7,13,8,53,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,July,Morning
Mischief,2025,7,17,1,12,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,July,Evening/Night
Mischief,2025,7,19,8,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,July,Morning
